Questioned,Reference,angles,blacks,centroids,normalized_sizes,normalized_sums,ratios,transitions
Q033,R001,0.026814874417575317,-28.307601168584316,-107.4296875,-28.307601168584316,-0.0007292610727137813,5.551528509260461,30.328125
Q034,R001,0.16915696727945262,22.550717684794343,-47.328125,22.550717684794343,0.14595231737404263,-0.014878994543606083,16.9375
Q035,R001,0.052362074062037293,-38.98771617776933,-10.6796875,-38.98771617776933,0.002904740257531062,2.5737811239134274,3.078125
Q036,R001,0.07797623949859174,-98.07349365609069,39.0234375,-98.07349365609069,0.08046141543945033,2.042066862678439,2.96875
Q037,R001,0.01850734279904721,-5.311866449520069,-76.9296875,-5.311866449520069,-0.008892832104260182,3.500488304559536,-8.140625
Q038,R001,0.04085074299972634,-1.1637681629895233,10.1796875,-1.1637681629895233,0.04060264870023479,2.2518763317664616,-19.953125
Q039,R001,-0.02761656353902677,10.84127502696788,-73.1640625,10.84127502696788,-0.03034183323738191,5.256989816552638,-12.296875
Q040,R001,0.006072905576052862,5.323551519127499,-82.375,5.323551519127499,-0.013813222473085376,4.02925320816949,15.25
Q041,R001,-0.03372485203515052,-39.17644306326318,-60.390625,-39.17644306326318,-0.03824058580087421,4.696552306311275,0.3125
Q042,R001,-0.04774196801535707,-89.11950597277075,-4.140625,-89.11950597277075,0.01041933216976931,2.0492572468253654,8.21875
Q043,R001,0.05720710491700898,-19.86492916915992,10.515625,-19.86492916915992,0.046497066071901155,3.8586029282995065,-13.75
Q045,R001,0.07352732416486667,-118.33302195730302,35.953125,-118.33302195730302,0.06439846982197746,3.9127353839228336,39.578125
Q046,R001,-0.03814203999257679,-20.277400409278027,-49.6171875,-20.277400409278027,-0.03163912097622948,6.278203819808333,-11.640625
Q047,R001,-0.1201138835119119,-318.55957748431183,-190.8515625,-318.55957748431183,-0.1180278905485729,4.509416656513008,15.453125
Q048,R001,0.05670360247863183,-522.3654546540336,20.6484375,-522.3654546540336,0.03316888931754031,2.325279132875046,13.828125
Q049,R001,-0.02388258675813221,-15.948467753386545,-60.8828125,-15.948467753386545,-0.036282389046789536,3.9974255879715983,-25.375
Q050,R001,-0.03380967094349133,-62.98262328116426,62.2734375,-62.98262328116426,-0.039036634909694765,4.286909950140238,-15.390625
Q051,R001,-0.010463024599579242,-55.4323425055353,-43.8359375,-55.4323425055353,-0.036739548084861635,3.1267767476572748,-7.25
Q052,R001,0.02060974095406843,-10.92859616718794,-22.0703125,-10.92859616718794,-0.018131361367298024,2.3370224080673445,-10.65625
Q053,R001,0.05086592320770027,-97.37122469506456,1.8515625,-97.37122469506456,0.014399147700625975,2.0865905229263393,16.484375
Q054,R001,-0.03642347841963586,21.503468908175293,8.7890625,21.503468908175293,-0.04620157915025422,4.844398516174522,-20.4375
Q055,R001,-0.11305073020939993,5.0132844529264835,-112.9140625,5.0132844529264835,-0.11486154625081733,7.088217698167233,-10.9375
Q056,R001,0.05415196107063899,19.68778371483493,-57.25,19.68778371483493,-0.022406388039185814,4.285819814798942,4.515625
Q057,R001,0.0686895534051161,3.1632557199627893,-20.5703125,3.1632557199627893,0.06848429008655853,4.002178787811447,25.546875
Q058,R001,0.006616580271353346,9.008298522204639,3.6796875,9.008298522204639,0.004620936026560364,3.694589200473923,7.25
Q059,R001,-0.08076480981457429,6.015470516256691,-107.75,6.015470516256691,-0.06737305675419317,5.20634481501041,46.5
Q060,R001,0.0739138257151255,24.142766931316576,-8.7890625,24.142766931316576,0.04213623630011636,3.8073070269135854,13.8125
Q061,R001,-0.07479119624235592,-4101.8693144827,-170.671875,-4101.8693144827,-0.10463671024419183,6.927278100707349,-60.640625
Q062,R001,-0.12932034648931906,-381.2058872924902,-130.2734375,-381.2058872924902,-0.11091249443927623,6.195743600476109,-10.1875
Q063,R001,-0.14375335543180298,15.179666587110162,-110.125,15.179666587110162,-0.13835807794206761,6.85615924766728,-18.890625
Q064,R001,-0.06607899996025063,-37.29852500649991,-61.1953125,-37.29852500649991,-0.06326234209296595,3.313378696892424,2.84375
Q065,R001,0.19519777134410823,17.5493092350065,32.953125,17.5493092350065,0.16588425364418474,1.640890789141006,2.1875
Q067,R001,-0.051043393966943476,-105.22018144659813,-17.109375,-105.22018144659813,-0.051040831384055525,6.345711728494708,6.640625
Q068,R001,-0.12663563271393388,-69.94093801995177,-69.6171875,-69.94093801995177,-0.1396136053690727,4.337448820176676,12.5
Q069,R001,-0.08899182571724756,-683.7739782754734,-65.375,-683.7739782754734,-0.0821387542900063,5.940517291912691,-68.265625
Q070,R001,0.04526293249308336,-157.29265909387206,18.3515625,-157.29265909387206,0.020059302713519724,-2.2308066710517753,12.390625
Q071,R001,-0.13030935090170398,-256.0852021268014,-111.953125,-256.0852021268014,-0.14481746120414218,-3.718807423261702,10.859375
Q072,R001,-0.03171549641478996,-217.34200836228223,25.15625,-217.34200836228223,-0.028235905940135538,-0.8771637571151261,13.71875
Q073,R001,-0.012099898538321552,-667.761428455871,-18.953125,-667.761428455871,-0.022200158790061625,3.627485905985975,7.5625
Q074,R001,0.02266683717052711,21.118277576124434,-14.1640625,21.118277576124434,0.013738087771161797,4.580801993740301,-8.234375
Q075,R001,0.025379842948322177,-12.633331420785247,-2.875,-12.633331420785247,0.004427328819696659,2.2604919263411283,-6.546875
Q076,R001,0.0720766714269366,-5.600178916906755,78.515625,-5.600178916906755,0.06620690072555545,2.5833917267149085,8.71875
Q077,R001,-0.0583132707498732,11.019290760847106,-55.1171875,11.019290760847106,-0.06569983686669596,5.356291111880973,-18.796875
Q078,R001,0.13219608777976347,-15.468211188865283,38.015625,-15.468211188865283,0.1269021087841598,0.5447072092654641,-16.390625
Q079,R001,0.09680436791856556,24.457097233706246,-30.53125,24.457097233706246,0.07312663078826757,3.4426228625061523,-41.203125
Q080,R001,0.004215670708551587,5.576946614145083,-67.6953125,5.576946614145083,-0.004561136352747457,3.809995467511455,-34.28125
Q081,R001,-0.07049268217399836,-130.76666552061366,-88.703125,-130.76666552061366,-0.1180907982486463,6.3220103827538425,10.359375
Q082,R001,0.028973509805729998,-22.30992175485847,-47.0,-22.30992175485847,-0.03137375941990317,4.614375610425276,9.984375
Q083,R001,-0.185247162598212,-11.790295629733599,-76.484375,-11.790295629733599,-0.1682381690788706,7.153401160932532,35.375
Q084,R001,-0.09751713475349644,-10.742415245832586,-86.8984375,-10.742415245832586,-0.10930131528887396,4.49387071987609,-17.578125
Q085,R001,-0.027496591366018598,-24.41457945286053,-44.1796875,-24.41457945286053,-0.03480046910060957,3.3241841390425626,6.375
Q086,R001,-0.08085049630652386,-10.175347029377313,-3.7265625,-10.175347029377313,-0.07272651171773303,2.4063837567200737,29.015625
Q087,R001,0.08164839027794576,-231.18339349966823,21.9296875,-231.18339349966823,0.059183850778203775,4.272138340052649,6.234375
Q088,R001,0.10504148429722598,-42.83713051167873,3.5546875,-42.83713051167873,0.07392534180248055,-2.888754902547125,25.0
Q089,R001,0.1116967424725579,14.30023256174559,41.6015625,14.30023256174559,0.08320967098778949,3.8863853476471877,-24.3125
Q090,R001,0.060883904435995014,-44.629813545032285,-18.703125,-44.629813545032285,0.04329797236112042,5.539449496038103,-11.8125
Q091,R001,0.051262077294631045,-64.31770848632668,12.4609375,-64.31770848632668,0.04937430146875149,-0.6509994497877176,19.921875
Q092,R001,-0.03514582987669886,26.035877423932362,-18.9140625,26.035877423932362,-0.05891929180386503,5.482104937536225,-6.28125
Q093,R001,0.051852700953543454,21.256625340091055,-46.8515625,21.256625340091055,0.026050179076724335,3.4791507695534256,-0.421875
Q094,R001,-0.17302306095371567,-0.437510476489825,-211.71875,-0.437510476489825,-0.1845932574327625,8.402692075390437,-81.296875
Q095,R001,-0.023491194933735273,-23.991891754719763,-31.1328125,-23.991891754719763,-0.028760325145005865,2.136840745444727,14.390625
Q096,R001,0.008923971622626176,-363.8524622002732,-0.8046875,-363.8524622002732,-0.0019346986920220112,1.024383983027454,19.34375
Q097,R001,-0.08868280879540749,-881.7427327241813,47.9296875,-881.7427327241813,-0.08505641766585809,-43.33784965613958,51.234375
Q098,R001,0.02968074009433945,-14.988723021899325,-34.2109375,-14.988723021899325,-0.005105860187534256,-0.9810768545558428,-6.375
Q099,R001,0.059134016813974566,2.954675763046785,19.90625,2.954675763046785,0.05390331245154019,2.6103913169476867,-33.125
Q100,R001,0.06107217929402242,-1418.186276313308,-17.9375,-1418.186276313308,0.06985596742024967,3.7342460925395504,14.546875
Q022,R002,0.007703136802502196,2.8620686404763998,-16.109375,2.8620686404763998,0.015353761201318882,1.4201198785539846,-12.59375
Q044,R002,0.005650916828646435,10.798756212531615,-51.546875,10.798756212531615,0.005363425776076593,1.6569605788616966,-3.328125
Q066,R002,-0.01378799926996721,20.009390564162487,-10.5859375,20.009390564162487,0.01627875513298487,-1.7483245367620983,3.0
Q001,R002,-0.0981424182723269,-10.735337546353183,-104.65625,-10.735337546353183,-0.05216422478323213,4.098600399639332,-15.1875
Q002,R002,-0.07177091938892105,-179.22809565963902,-26.1875,-179.22809565963902,-0.0451597176399152,3.843091617199578,-29.515625
Q003,R002,-0.11550135253441708,-37.2491893077756,-129.5234375,-37.2491893077756,-0.06207473215453022,1.5776391056627608,25.28125
Q004,R002,-0.015066047753058233,-105.1805644951084,-47.484375,-105.1805644951084,-0.0060056154552638255,1.6030517419710806,-8.5
Q005,R002,0.027170648931537617,-355.14469360538453,43.53125,-355.14469360538453,-0.006718396517234729,0.8996310175132362,0.265625
Q006,R002,0.014289942807474532,-55.23660307976058,-25.984375,-55.23660307976058,0.05608268192954305,-0.44485247812897843,24.328125
Q007,R002,-0.008471250642785581,10.613149063105025,-24.8359375,10.613149063105025,0.029384013226891423,1.6473751157247774,-10.0
Q008,R002,0.05976163421384137,-108.50808324997814,-50.9375,-108.50808324997814,0.01676131427740122,3.0534301131713972,14.265625
Q009,R002,-0.049245951562000546,-50.16263011525892,25.6875,-50.16263011525892,-0.02215868253480687,-3.801989212032974,-24.34375
Q010,R002,0.04266555958110236,-74.6598373462586,-32.0234375,-74.6598373462586,0.06572465051208733,-3.8591709156598384,6.015625
Q011,R002,-0.005881517993913815,-86.31368920968062,-43.7578125,-86.31368920968062,0.013971467300166789,-0.1678649279676454,15.59375
Q012,R002,-0.10451954224787283,-1220.7911414879134,-53.2890625,-1220.7911414879134,-0.08060210496868613,-3.2132628116677644,-1.09375
Q013,R002,0.00892348199978063,24.9415904270634,36.1796875,24.9415904270634,-0.02364284192595768,0.8123200965366661,16.375
Q014,R002,0.0047862920188950775,24.523986214028884,-23.4921875,24.523986214028884,0.03333726818838421,2.588315687617481,-14.21875
Q015,R002,0.11416880104695053,2.5341992320430027,-12.2421875,2.5341992320430027,0.1490905048574122,-0.23352193817164357,10.09375
Q016,R002,0.046915786538846135,-3.216756275396145,-44.234375,-3.216756275396145,0.03948745495429735,0.224308244035202,24.640625
Q017,R002,-0.058498885549767426,-31.684910409201322,-81.203125,-31.684910409201322,-0.018467877170452958,1.6208492381168595,8.859375
Q018,R002,-0.03588926656916982,22.30932960800765,-59.5234375,22.30932960800765,0.008084946101425898,2.434340904814963,-27.234375
Q019,R002,-0.03629945816040077,-6.985896654903057,-22.640625,-6.985896654903057,-0.020654915206492944,0.6231558410785984,44.875
Q020,R002,-0.0032659195834504953,-39.92950985310157,-161.359375,-39.92950985310157,0.03245274769883405,2.2172595553611854,-12.359375
Q021,R002,-0.02124943563047123,9.282536444365816,36.2265625,9.282536444365816,0.01355567442927836,-8.9334719625788,16.21875
Q023,R002,0.11941097952596931,37.26778114297167,-58.1328125,37.26778114297167,0.11860562145890542,-1.0581132776960576,10.328125
Q024,R002,0.06545178021297321,-558.1698153230338,-64.046875,-558.1698153230338,0.09427849735595437,-3.770505683972714,4.078125
Q025,R002,0.07288823455912219,-62.86956033846414,40.1640625,-62.86956033846414,0.08457322059706285,-13.856761160586546,22.171875
Q026,R002,-0.13552360897029564,20.23683447024568,-129.84375,20.23683447024568,-0.0968686967221915,5.165327213939341,-67.109375
Q027,R002,-0.09259237949903729,-81.32395203306496,-91.796875,-81.32395203306496,-0.07689462285886031,-0.15468628016659008,29.78125
Q028,R002,0.07700243942219365,13.658201006708243,-53.5859375,13.658201006708243,0.07233897460336308,0.9435943426986041,19.1875
Q029,R002,0.05372343151786142,0.5897748994417018,29.6953125,0.5897748994417018,0.047143739799188726,0.04576481292387968,35.5625
Q030,R002,-0.10539961166432263,1.5572743866333258,-98.609375,1.5572743866333258,-0.06908737889217613,1.9336601529481616,13.90625
Q031,R002,0.09846902770880979,25.110445218619645,18.1953125,25.110445218619645,0.1226469795194004,-6.1313071649398685,23.875
Q032,R002,0.07272885294000252,-27.666600654708372,42.90625,-27.666600654708372,0.05526088194854377,-0.19904546888315922,31.140625
Q033,R002,0.011769998522285129,-22.811945192206615,-119.4609375,-22.811945192206615,0.019753625953201834,2.9406244335553566,29.796875
Q034,R002,0.15411209138416243,28.046373661172037,-59.359375,28.046373661172037,0.16643520439995824,-2.62578307024871,16.40625
Q035,R002,0.037317198166747126,-33.492060201391624,-22.7109375,-33.492060201391624,0.023387627283446698,-0.03712295179167646,2.546875
Q036,R002,0.06293136360330157,-92.57783767971299,26.9921875,-92.57783767971299,0.10094430246536594,-0.5688372130266659,2.4375
Q037,R002,0.0034624669037570215,0.18378952685763572,-88.9609375,0.18378952685763572,0.011590054921655433,0.8895842288544316,-8.671875
Q038,R002,0.025805867104436175,4.331887813388178,-1.8515625,4.331887813388178,0.06108553572615041,-0.3590277439386428,-20.484375
Q039,R002,-0.042661439434316946,16.336931003345583,-85.1953125,16.336931003345583,-0.00985894621146629,2.6460857408475333,-12.828125
Q040,R002,-0.008971970319237313,10.819207495505196,-94.40625,10.819207495505196,0.006669664552830242,1.4183491324643867,14.71875
Q041,R002,-0.048769727930440696,-33.68078708688548,-72.421875,-33.68078708688548,-0.0177576987749586,2.08564823060617,-0.21875
Q042,R002,-0.06278684391064723,-83.62384999639306,-16.171875,-83.62384999639306,0.03090221919568493,-0.5616468288797392,7.6875
Q043,R002,0.04216222902171882,-14.369273192782217,-1.515625,-14.369273192782217,0.06697995309781675,1.247698852594402,-14.28125
Q045,R002,0.05848244826957647,-112.83736598092536,23.921875,-112.83736598092536,0.08488135684789308,1.3018313082177289,39.046875
Q046,R002,-0.05318691588786699,-14.781744432900332,-61.6484375,-14.781744432900332,-0.011156233950313874,3.6672997441032282,-12.171875
Q047,R002,-0.13515875940720207,-313.06392150793414,-202.8828125,-313.06392150793414,-0.09754500352265733,1.8985125808079046,14.921875
Q048,R002,0.041658726583341646,-516.8697986776557,8.6171875,-516.8697986776557,0.05365177634345593,-0.285624942830058,13.296875
Q049,R002,-0.038927462653422396,-10.452811777008849,-72.9140625,-10.452811777008849,-0.01579950202087391,1.3865215122664936,-25.90625
Q050,R002,-0.04885454683878149,-57.48696730478653,50.2421875,-57.48696730478653,-0.018553747883779156,1.676005874435133,-15.921875
Q051,R002,-0.025507900494869423,-49.93668652915761,-55.8671875,-49.93668652915761,-0.01625666105894602,0.5158726719521705,-7.78125
Q052,R002,0.005564865058778248,-5.432940190810241,-34.1015625,-5.432940190810241,0.002351525658617593,-0.2738816676377596,-11.1875
Q053,R002,0.03582104731241007,-91.87556871868682,-10.1796875,-91.87556871868682,0.034882034726541576,-0.524313552778765,15.953125
Q054,R002,-0.05146835431492604,26.99912488455299,-3.2421875,26.99912488455299,-0.025718692124338603,2.233494440469417,-20.96875
Q055,R002,-0.12809560610469012,10.508940429304184,-124.9453125,10.508940429304184,-0.09437865922490173,4.477313622462129,-11.46875
Q056,R002,0.03910708517534881,25.183439691212627,-69.28125,25.183439691212627,-0.0019235010132701846,1.6749157390938385,3.984375
Q057,R002,0.05364467750982592,8.658911696340489,-32.6015625,8.658911696340489,0.08896717711247412,1.3912747121063427,25.015625
Q058,R002,-0.008428295623936828,14.503954498582338,-8.3515625,14.503954498582338,0.02510382305247598,1.0836851247688184,6.71875
Q059,R002,-0.09580968570986446,11.511126492634398,-119.78125,11.511126492634398,-0.04689016972827755,2.5954407393053054,45.96875
Q060,R002,0.05886894981983529,29.638422907694277,-20.8203125,29.638422907694277,0.06261912332603198,1.1964029512084808,13.28125
Q061,R002,-0.0898360721376461,-4096.373658506321,-182.703125,-4096.373658506321,-0.08415382321827619,4.316374025002246,-61.171875
Q062,R002,-0.14436522238460922,-375.7102313161125,-142.3046875,-375.7102313161125,-0.0904296074133606,3.584839524771005,-10.71875
Q063,R002,-0.15879823132709314,20.675322563487864,-122.15625,20.675322563487864,-0.117875190916152,4.245255171962176,-19.421875
Q064,R002,-0.0811238758555408,-31.80286903012221,-73.2265625,-31.80286903012221,-0.04277945506705035,0.7024746211873203,2.3125
Q065,R002,0.18015289544881807,23.044965211384206,20.921875,23.044965211384206,0.1863671406701004,-0.9700132865640982,1.65625
Q067,R002,-0.06608826986223365,-99.72452547022044,-29.140625,-99.72452547022044,-0.030557944358139882,3.7348076527896037,6.109375
Q068,R002,-0.14168050860922404,-64.4452820435741,-81.6484375,-64.4452820435741,-0.11913071834315705,1.7265447444715716,11.96875
Q069,R002,-0.10403670161253775,-678.2783222990957,-77.40625,-678.2783222990957,-0.061655867264090704,3.3296132162075867,-68.796875
Q070,R002,0.03021805659779319,-151.7970031174944,6.3203125,-151.7970031174944,0.04054218973943535,-4.84171074675688,11.859375
Q071,R002,-0.14535422679699417,-250.58954615042367,-123.984375,-250.58954615042367,-0.12433457417822655,-6.329711498966805,10.328125
Q072,R002,-0.04676037231008013,-211.84635238590454,13.125,-211.84635238590454,-0.0077530189142199085,-3.4880678328202297,13.1875
Q073,R002,-0.027144774433611712,-662.2657724794935,-30.984375,-662.2657724794935,-0.0017172717641459959,1.0165818302808705,7.03125
Q074,R002,0.007621961275236934,26.61393355250213,-26.1953125,26.61393355250213,0.034220974797077405,1.9698979180351965,-8.765625
Q075,R002,0.010334967053031996,-7.137675444407548,-14.90625,-7.137675444407548,0.024910215845612278,-0.35041214936397613,-7.078125
Q076,R002,0.057031795531646404,-0.10452294052905664,66.484375,-0.10452294052905664,0.08668978775147106,-0.027512348990195223,8.1875
Q077,R002,-0.07335814664516335,16.514946737224804,-67.1484375,16.514946737224804,-0.04521694984078033,2.745387036175868,-19.328125
Q078,R002,0.11715121188447328,-9.972555212487581,25.984375,-9.972555212487581,0.14738499581007541,-2.0661968664396397,-16.921875
Q079,R002,0.08175949202327538,29.952753210083948,-42.5625,29.952753210083948,0.09360951781418321,0.831718786801048,-41.734375
Q080,R002,-0.010829205186738584,11.072602590522784,-79.7265625,11.072602590522784,0.015921750673168165,1.1990913918063508,-34.8125
Q081,R002,-0.08553755806928852,-125.27100954423595,-100.734375,-125.27100954423595,-0.09760791122273069,3.7111063070487376,9.828125
Q082,R002,0.013928633910439834,-16.814265778480767,-59.03125,-16.814265778480767,-0.01089087239398754,2.0034715347201724,9.453125
Q083,R002,-0.2002920384935022,-6.294639653355899,-88.515625,-6.294639653355899,-0.147755282052955,4.542497085227426,34.84375
Q084,R002,-0.1125620106487866,-5.246759269454891,-98.9296875,-5.246759269454891,-0.08881842826295835,1.8829666441709856,-18.109375
Q085,R002,-0.04254146726130878,-18.918923476482835,-56.2109375,-18.918923476482835,-0.014317582074693948,0.713280063337458,5.84375
Q086,R002,-0.09589537220181402,-4.6796910529996065,-15.7578125,-4.6796910529996065,-0.05224362469181742,-0.20452031898503065,28.484375
Q087,R002,0.06660351438265558,-225.6877375232905,9.8984375,-225.6877375232905,0.0796667378041194,1.6612342643475442,5.703125
Q088,R002,0.0899966084019358,-37.34147453530102,-8.4765625,-37.34147453530102,0.09440822882839617,-5.49965897825223,24.46875
Q089,R002,0.09665186657726774,19.795888538123286,29.5703125,19.795888538123286,0.10369255801370511,1.2754812719420836,-24.84375
Q090,R002,0.04583902854070484,-39.13415756865459,-30.734375,-39.13415756865459,0.06378085938703605,2.928545420332999,-12.34375
Q091,R002,0.03621720139934086,-58.82205250994898,0.4296875,-58.82205250994898,0.0698571884946671,-3.2619035254928224,19.390625
Q092,R002,-0.05019070577198905,31.53153340031006,-30.9453125,31.53153340031006,-0.03843640477794939,2.8712008618311207,-6.8125
Q093,R002,0.03680782505825328,26.752281316468753,-58.8828125,26.752281316468753,0.046533066102639936,0.8682466938483211,-0.953125
Q094,R002,-0.18806793684900583,5.058145499887882,-223.75,5.058145499887882,-0.1641103704068469,5.791787999685333,-81.828125
Q095,R002,-0.038536070829025465,-18.496235778342058,-43.1640625,-18.496235778342058,-0.008277438119090243,-0.47406333026037717,13.859375
Q096,R002,-0.006120904272663985,-358.3568062238956,-12.8359375,-358.3568062238956,0.018548188333893614,-1.5865200926776497,18.8125
Q097,R002,-0.10372768469069765,-876.2470767478037,35.8984375,-876.2470767478037,-0.06457353063994246,-45.94875373184468,50.703125
Q098,R002,0.014635864199049272,-9.493067045521617,-46.2421875,-9.493067045521617,0.01537702683838136,-3.5919809302609473,-6.90625
Q099,R002,0.04408914091868439,8.450331739424488,7.875,8.450331739424488,0.07438619947745581,-0.0005127587574181858,-33.65625
Q100,R002,0.04602730339873229,-1412.6906203369301,-29.96875,-1412.6906203369301,0.0903388544461653,1.123342016834446,14.015625
Q022,R003,-0.0002575640019077119,-19.970388526576258,2.46875,-19.970388526576258,-0.016405287911055614,0.5044579567200558,5.1875
Q044,R003,-0.0023097839757634554,-12.033700954521036,-32.96875,-12.033700954521036,-0.02639562333629791,0.7412986570277675,14.453125
Q066,R003,-0.02174870007437712,-2.8230666028901794,7.9921875,-2.8230666028901794,-0.015480293979389636,-2.6639864585960273,20.78125
Q001,R003,-0.10610311907673681,-33.56779471340585,-86.078125,-33.56779471340585,-0.08392327389560662,3.182938477805402,2.59375
Q002,R003,-0.07973162019333094,-202.0605528266917,-7.609375,-202.0605528266917,-0.0769187667522897,2.927429695365649,-11.734375
Q003,R003,-0.123462053338827,-60.081646474828254,-110.9453125,-60.081646474828254,-0.09383378126690473,0.6619771838288318,43.0625
Q004,R003,-0.023026748557468123,-128.0130216621611,-28.90625,-128.0130216621611,-0.03776466456763835,0.6873898201371517,9.28125
Q005,R003,0.019209948127127716,-377.9771507724371,62.109375,-377.9771507724371,-0.03847744562960924,-0.016030904320692707,18.046875
Q006,R003,0.006329242003064631,-78.06906024681325,-7.40625,-78.06906024681325,0.02432363281716855,-1.3605143999629077,42.109375
Q007,R003,-0.016431951447195496,-12.219308103947636,-6.2578125,-12.219308103947636,-0.002375035885483076,0.7317131938908483,7.78125
Q008,R003,0.05180093340943148,-131.34054041703078,-32.359375,-131.34054041703078,-0.014997734834973277,2.137768191337469,32.046875
Q009,R003,-0.05720665236641046,-72.99508728231157,44.265625,-72.99508728231157,-0.05391773164718136,-4.717651133866903,-6.5625
Q010,R003,0.03470485877669245,-97.4922945133113,-13.4453125,-97.4922945133113,0.03396560139971283,-4.7748328374937685,23.796875
Q011,R003,-0.013842218798323706,-109.14614637673328,-25.1796875,-109.14614637673328,-0.017787581812207718,-1.0835268498015744,33.375
Q012,R003,-0.11248024305228274,-1243.6235986549661,-34.7109375,-1243.6235986549661,-0.11236115408106062,-4.128924733501694,16.6875
Q013,R003,0.0009627811953707155,2.109133260010737,54.7578125,2.109133260010737,-0.05540189103833218,-0.10334182529726278,34.15625
Q014,R003,-0.0031744087855148217,1.6915290469762214,-4.9140625,1.6915290469762214,0.0015782190760096904,1.672653765783552,3.5625
